,id,type,nom,arrondissement,geo_point_2d
31407,37583,bus,Couronnes,11,"48.86882400800181, 2.3801715025462347"
31413,29816,bus,Lille - Université,7,"48.86055460817993, 2.321332254722325"
31415,25329,bus,Institut Dentaire,13,"48.82972913777862, 2.3596989190163353"
31472,426151,bus,Nation - Taillebourg,11,"48.84900584029383, 2.3966781952030574"
31491,488226,bus,Avenue de France,13,"48.82609502277254, 2.3817964553819233"
31494,488225,bus,Maryse Bastié,13,"48.82420550122058, 2.376438641148959"
31497,488205,bus,Adrienne Boland (direction porte de Vincenne),20,"48.87217718521794, 2.4083389614774204"
31499,488194,bus,Butte du Chapeau Rouge (direction Porte de Pantin),19,"48.885034817427226, 2.396969882062542"
31501,488124,bus,Porte de la Villette Macdonald,19,"48.89803009412144, 2.3863710347075067"
31503,37714,bus,Olympiades,13,"48.82703387033553, 2.3669923170188336"
31504,26701,bus,Denfert-Rochereau,14,"48.83376555946663, 2.3314353770039427"
31666,491008,bus,Anny Flore,17,"48.88072648893336, 2.285712017281949"
31677,492007,bus,Pont Cardinet,17,"48.88724661920295, 2.31337470936577"
31950,463939,bus,Saint-Augustin,8,"48.87458213086787, 2.3193497789632147"
31954,420555,bus,Crimée - Rosa Parks,19,"48.8949344174374, 2.3720998850981454"
31959,28559,bus,République - Magenta,10,"48.868256847359085, 2.3629333471299705"
31972,474144,bus,Auber,9,"48.87344608811887, 2.3299989575485465"
31983,22839,bus,Gare de Lyon - Van Gogh,12,"48.84494655206593, 2.371598437003388"
31984,413075,bus,Porte de Vitry,13,"48.82383218743307, 2.3772875900959383"
32176,28641,bus,Jean Moulin,14,"48.82378917946213, 2.3182830498858054"
32179,463591,bus,Ramponeau,11,"48.870550149773905, 2.378324150532285"
32180,463653,bus,Route de la Terrasse,12,"48.82000371258161, 2.4358570474220107"
32190,486856,bus,Porte de la Chapelle,18,"48.897458274913426, 2.3596024948473673"
32316,488360,bus,Alouettes,19,"48.87933575900674, 2.3851186990635176"
32317,24852,bus,Secrétan - Buttes Chaumont,19,"48.87887640453881, 2.37802023469305"
32318,30132,bus,Porte Brunet,19,"48.88381816441044, 2.3946794233834425"
32319,485324,bus,Pyrénées - Belleville,19,"48.87375806756624, 2.3847618985976786"
32320,37118,bus,Petit Pont,5,"48.85246495213896, 2.346377328008587"
32321,426324,bus,Sénat,6,"48.849202738561175, 2.3370153446415167"
32322,24013,bus,Bibliothèque Rue Mann,13,"48.82872037118311, 2.37816911925068"
32378,37537,bus,Monge,5,"48.84282885018684, 2.3522618547697194"
32379,24445,bus,Monge - Claude Bernard,5,"48.838882443081324, 2.350934805540169"
32380,427755,bus,Château de Vincennes,12,"48.844145880989274, 2.4403784265775967"
32381,39456,bus,Sèvres-Lecourbe,15,"48.84490290761072, 2.3113844808014736"
32382,27969,bus,Rochechouart - Clignancourt,18,"48.883401628862, 2.346248122729797"
32383,24797,bus,Rue Vieille du Temple,3,"48.860140473784035, 2.3604428503055166"
32384,34180,bus,Rond-Point des Champs-Élysées,8,"48.86812693102472, 2.3102867973733243"
32385,39485,bus,Rue Cler,7,"48.85560903968878, 2.3073586902211036"
32386,26889,bus,Jean-Pierre Timbaud,3,"48.86430620714969, 2.3658442343463246"
32392,471771,bus,Marguerite Long - Porte d'Asnières,17,"48.890677692536066, 2.3032780387065532"
32393,27476,bus,Pont Cardinet,17,"48.88702000473285, 2.313064038938791"
32394,28410,bus,République,10,"48.867984231417005, 2.364095424523686"
32395,22734,bus,La Fayette - Dunkerque,10,"48.87981162732693, 2.35924680488069"
32410,490876,tram,Porte Dauphine (Avenue Foch),16,"48.87034441362171, 2.2746344140069596"
32411,490879,tram,Anna de Noailles,16,"48.87442196108004, 2.278190660969331"
32412,490896,tram,Square Sainte-Odile,17,"48.887429312993014, 2.2968164352852605"
32414,25753,bus,Boulevard des Batignolles,17,"48.88318696936584, 2.323791839422123"
32415,28417,bus,Saint-Germain - Cardinal Lemoine,5,"48.8493121068566, 2.355383708355256"
32416,491937,bus,Maison Blanche,13,"48.82252804193718, 2.358561517628395"
32417,21609,bus,Porte des Lilas,20,"48.876525997615204, 2.4075396641899074"
32418,24265,bus,Cambronne,15,"48.848410024069935, 2.300463601073347"
32421,37311,bus,Thomas Mann,13,"48.83037696470189, 2.381977258454024"
32426,27471,bus,Voltaire - Léon Blum,11,"48.85887400603125, 2.379540231863807"
32429,26745,bus,Saint-Marcel - Jeanne d'Arc,13,"48.83814777189536, 2.3564482461840113"
32430,24012,bus,Vergniaud,13,"48.82580391636691, 2.345676363888449"
32431,28696,bus,Théâtre de l'Odéon,6,"48.84963679138175, 2.3390675765731674"
32432,23657,bus,Saint-Ambroise,11,"48.86120410714185, 2.3745100949974565"
32434,24811,bus,Place de la Chapelle,18,"48.884551992160056, 2.3610976029476016"
32435,35852,bus,Place de Clichy - Caulaincourt,18,"48.8841396904451, 2.3284840803346127"
32436,24011,bus,Place Charles Vallin,15,"48.83523172043227, 2.3031063653370887"
32443,24795,bus,Maraîchers,20,"48.852548792139515, 2.405563635665293"
32444,26557,bus,Maraichers,20,"48.85226358803301, 2.40608475720217"
32445,39324,bus,Mairie du 15e,15,"48.84234859942023, 2.298978007275698"
32449,464001,bus,Arago - Santé,14,"48.834854035325264, 2.341203196507627"
32456,21912,metro,Saint-Philippe-du-Roule,8,"48.87215435002229, 2.310001699600818"
32463,23618,bus,Javel,15,"48.84560588825077, 2.2780719717257543"
32464,37082,bus,Indre,20,"48.86336106640384, 2.404186212248783"
32487,18741,bus,Porte de Choisy,13,"48.8198700270786, 2.366085049523905"
32493,22792,bus,Porte de Saint-Cloud - Murat,16,"48.838243698303316, 2.2580912248731555"
32494,491709,bus,Gare d'Austerlitz - Cour Seine,13,"48.84369178831693, 2.365604538379546"
32499,478510,bus,Charles de Gaulle - Etoile,8,"48.874224330059626, 2.2963539152692407"
32502,491781,bus,Porte de la Chapelle,18,"48.89852420911018, 2.360489640792313"
32503,463805,bus,Docteur Gley,20,"48.877135000149934, 2.4106686965211575"
32509,22673,bus,Pelleport - Bagnolet,20,"48.86206691817982, 2.4061774599134704"
32510,39562,bus,Porte D'auteuil-Metro,16,"48.847381100009514, 2.2580565290321015"
32511,24815,bus,Château Landon,10,"48.884142174344014, 2.365207219055144"
32512,24810,bus,Rue de Meaux,19,"48.88275513345369, 2.3750694142281032"
32513,24812,bus,Rue de Meaux,19,"48.88287154049187, 2.374972564209614"
32514,37707,bus,Hôpital Robert Debré,19,"48.879272608338084, 2.401045345976058"
32515,23643,bus,Goncourt,11,"48.8697389528184, 2.3710948583033393"
32516,23635,bus,Saint-Ambroise,11,"48.862268717732135, 2.3768826966137566"
32517,26271,bus,Stalingrad,10,"48.88343308499801, 2.3688703949546928"
32518,26318,bus,Charonne - Voltaire,11,"48.8547876532662, 2.38587176630563"
32539,28678,bus,Lourmel - Félix Faure,15,"48.839210171102586, 2.282357019224575"
32547,24146,bus,Glacière - Tolbiac,14,"48.82647193612365, 2.341213766142897"
32548,29961,bus,Froidevaux - Gassendi,14,"48.835851768931235, 2.3281661261159856"
32560,26359,bus,Collège de France,5,"48.84931593157956, 2.3461442775505765"
32562,28685,bus,Château,14,"48.8339720587649, 2.321787337981079"
32563,24264,bus,Cambronne - Lecourbe,15,"48.84292647259451, 2.3024448165889653"
32567,37717,bus,Alésia - Jean Moulin,14,"48.82822928810749, 2.3257170554587248"
32568,26780,bus,Tolbiac - Baudricourt,13,"48.82680430837289, 2.3644070185278405"
32569,23652,bus,Rue des Boulets,11,"48.851965468808515, 2.3897345098099607"
32572,26730,bus,Les Gobelins,13,"48.83693133231475, 2.352689371013681"
32573,39929,bus,Jacques Bonsergent,10,"48.87096235715538, 2.360964363453453"
32576,27482,bus,Pelleport - Belleville,19,"48.87545931866518, 2.3974352371223286"
32577,40579,bus,Théophile Gautier - Rue Gros,16,"48.851026895519304, 2.274739783783944"
32578,463761,bus,Porte des Lilas - Métro,20,"48.8769409565776, 2.405980603876471"
32584,491622,bus,Paris Gare de l'Est,10,"48.87600032059513, 2.357916621219544"
32586,25717,bus,Duranton,15,"48.83841984465701, 2.288567120134056"
32589,37567,bus,Julien Lacroix,20,"48.86793193952691, 2.386821014991045"
32591,39654,bus,Frères Lumière,12,"48.81815680737862, 2.46050043118681"
32593,24152,bus,Vergniaud - Tolbiac,13,"48.82605147410923, 2.344896840760533"
32594,25317,bus,Georges Mandel - Trocadéro,16,"48.862955822032866, 2.285778466342212"
32597,28634,bus,Saint-Germain - Cardinal Lemoine,5,"48.84937567103204, 2.353829396244182"
32606,491512,bus,Gare de l'Est,10,"48.875873910110954, 2.3578227391754005"
32611,420863,bus,Musée du Louvre,1,"48.86207882340603, 2.334915917788904"
32612,25735,bus,Les Gobelins,13,"48.836262526147515, 2.3520845968364004"
32620,36680,bus,Laumière,19,"48.884470860961414, 2.379876170570233"
32621,27485,bus,Poteau - Belliard,18,"48.89697399004279, 2.338343869427365"
32622,419000,bus,René Binet,18,"48.89942647755914, 2.336239335796433"
32624,491495,bus,Gare Saint-Lazare - Budapest,8,"48.87686372016352, 2.3268190227837753"
32625,22752,bus,Damrémont - Marcadet,18,"48.89207402447975, 2.3353374487029077"
32626,463574,bus,Albert de Mun,16,"48.86335621289229, 2.2911027663574797"
32627,463572,bus,Bir-Hakeim,15,"48.85482877068121, 2.2893243611726217"
32671,490878,tram,Porte Dauphine (Avenue Foch),16,"48.87037296111051, 2.274893044078303"
32672,491350,bus,Champs de Mars,15,"48.855102624649945, 2.2945677948037257"
32678,474065,rail,Gare de Lyon,12,"48.8435740557459, 2.3739858884995515"
32695,473917,rail,Port Royal,5,"48.84009261453741, 2.3370903525726963"
32697,25325,bus,Porte Maillot - Malakoff,16,"48.876244100717265, 2.283591962672597"
32698,427000,bus,Porte de France,13,"48.8266258314407, 2.38183102548483"
32699,29020,bus,Matignon - Saint-Honoré,8,"48.871816426415016, 2.313796248081767"
32700,40582,bus,Porte d'Auteuil,16,"48.84723848115253, 2.2582629646335093"
32701,25413,bus,Opéra - Rue de la Paix,2,"48.87044250605259, 2.331646281502547"
32702,18247,bus,Lycée Janson de Sailly,16,"48.86583312890158, 2.279672852372073"
32711,37568,bus,Gare Montparnasse,15,"48.84199819421816, 2.320865362967477"
32742,34189,bus,Ernest Hébert,16,"48.86080805301245, 2.266725172325319"
32743,25777,bus,Lübeck,16,"48.86547959725092, 2.2927778368247362"
32744,23514,bus,Lycée Claude Bernard,16,"48.84211536414928, 2.255896881299214"
32745,28420,bus,Sèvres - Babylone,7,"48.85175752950722, 2.3274568155724173"
32746,28568,bus,Sèvres - Babylone,6,"48.851651681982425, 2.3278261391472945"
32761,488270,bus,L'Yser et La Somme,17,"48.88592465739264, 2.2902500472105305"
32770,22979,bus,Mouton - Duvernet,14,"48.830850195231235, 2.3295792232511974"
32778,37264,bus,Louis Armand,15,"48.83209687540025, 2.2780002209024235"
32789,30133,bus,Porte Chaumont,19,"48.88620811992361, 2.396015341492307"
32823,491127,bus,Bolivar,19,"48.88052801829911, 2.3739643890889264"
32824,26664,bus,Belleville,20,"48.87219151210128, 2.3774729256794545"
32825,39885,bus,Jaurès - Stalingrad,10,"48.88242913464132, 2.3694961842986717"
32836,491060,bus,Jaurès,10,"48.88204488847276, 2.3699644586317605"
32837,491062,bus,Belleville,10,"48.872159779960406, 2.376559870538218"
32838,463590,bus,Buttes Chaumont,19,"48.87818370795948, 2.3814508727646464"
32844,39917,bus,Gare de l'Est,10,"48.87627119990737, 2.358117798562965"
32852,488361,bus,Botzaris,19,"48.8794629406532, 2.388880525771055"
32856,491012,bus,Place Hébert,18,"48.89294426089423, 2.3630813587936226"
32857,491013,bus,Tristan Tzara,18,"48.894253096227516, 2.365684064453638"
32894,491009,bus,Gare du Nord,10,"48.88121332540486, 2.357334190116306"
32917,488518,bus,Gourgaud - Paul Adam,17,"48.88900317884959, 2.3014320570575917"
32920,479947,bus,Denfert-Rochereau - Saint-Jacques,14,"48.83411069413009, 2.3336515744656428"
32922,463955,bus,Gare de Lyon - Diderot,12,"48.8456040440581, 2.3717812787155874"
32923,463937,bus,Dareau - Saint-Jacques,14,"48.832548925758914, 2.339079887810008"
32924,463674,bus,Ramponeau,20,"48.871097578428994, 2.378099487845595"
32925,463548,bus,Magenta - Gare de l'Est,10,"48.876797947922675, 2.3557252532890844"
32926,463526,bus,Pont du Garigliano,15,"48.83905546096199, 2.270164918947507"
32932,41801,bus,Invalides - La Tour Maubourg,7,"48.85680775634299, 2.309359910636834"
32936,37563,bus,Vincent Auriol,13,"48.83705420397858, 2.370658149439154"
32944,28388,bus,Louis Blanc,10,"48.88083895770338, 2.364702057328793"
32947,27487,bus,Damrémont - Ordener,18,"48.89363715442112, 2.336654118622208"
32949,26179,bus,Montaigne - François 1er,8,"48.86687822370937, 2.3058592769509567"
32954,23639,bus,Chemin Vert,11,"48.86056857324236, 2.3785386684526424"
32974,36674,bus,Ordener - Marx Dormoy,18,"48.89033299124574, 2.3591036909071144"
33004,493436,bus,Bibliothèque François Mitterrand,13,"48.83065800031181, 2.3772060545016815"
33028,39472,bus,Ministère de l'Economie et des Finances,12,"48.840719016680914, 2.378380220747979"
33041,25301,bus,Rambouillet,12,"48.844493859281435, 2.381373818209277"
33042,25519,bus,Porte Dorée - Daumesnil,12,"48.83579676098907, 2.4061633907433664"
33043,37545,bus,Porte de Saint-Mandé,12,"48.84430142772906, 2.4109582265771676"
33044,25525,bus,Porte Dorée,12,"48.83567876804947, 2.4059467546665014"
33045,25726,bus,Bercy - Aréna,12,"48.83801380783905, 2.3822136945171764"
33050,492908,bus,Daumesnil - Félix Eboué,12,"48.83902444970501, 2.3969708527205755"
33085,36631,bus,Pyrénées - Docteur Netter,12,"48.84726698945314, 2.406850295032461"
33093,24803,bus,Tourelle - Daumesnil,12,"48.8393278599989, 2.4294895338126543"
33094,34162,bus,La Boétie - Champs-Élysées,8,"48.87044078095388, 2.3060571960201757"
33136,8315,bus,Castiglione,1,"48.86547042471138, 2.3270616741254093"
33140,8431,bus,Birague,4,"48.85390658689257, 2.36524848750888"
33141,19889,bus,Hôpital Tenon,20,"48.86489130814318, 2.4008562774139275"
33144,483427,bus,Marché,16,"48.878389726025624, 2.2740042257146778"
33153,463946,bus,Ecole du Breuil,12,"48.82415514756515, 2.4584088799738457"
33154,27224,bus,George V,8,"48.871494698967865, 2.301707771892002"
33170,27320,bus,Richelieu - 4 Septembre,2,"48.869200983906175, 2.33804228389729"
33197,37144,bus,Tremblay - Pépinière,12,"48.84247628548642, 2.448816911248994"
33200,39789,bus,Châtelet,4,"48.85805921566852, 2.3480790088068724"
33218,37549,bus,Charonne - Keller,11,"48.8530060804176, 2.3770070913066377"
33223,37708,bus,Nation - Diderot,12,"48.84830270937494, 2.394574137752798"
33243,23450,bus,Concorde - Cours la Reine,8,"48.86613815868459, 2.3195010037040946"
33249,463646,bus,Ecole du Breuil,12,"48.823282492690346, 2.4583498423689725"
33250,490897,bus,Porte Maillot - Neuilly,17,"48.87857336306234, 2.280587455220291"
33254,28053,bus,Mortemart (av du Tremblay),12,"48.82961778581816, 2.4611719081923114"
33259,28393,bus,Lyon - Ledru Rollin,12,"48.848792191555816, 2.370911583029175"
33260,28371,bus,Porte de Vincennes,20,"48.84722141577095, 2.4103665238018355"
33261,486864,bus,Gambetta,20,"48.86485738110919, 2.3976805494638906"
33262,486865,bus,Martin Nadaud,20,"48.86483677294759, 2.395377080025859"
33287,16905,bus,Terroirs de France,12,"48.8317019618952, 2.387792090237073"
33292,26312,bus,Saint-Maur - Servan,11,"48.85877596667735, 2.3849388160108616"
33310,26673,bus,Basfroi,11,"48.856127275472474, 2.378823336921636"
33321,421409,bus,Gare de Lyon - Maison de la RATP,12,"48.843197631459844, 2.3742356739374952"
33325,26857,bus,Villiers,17,"48.88195276739552, 2.3139354044302025"
33330,36278,bus,Pelleport,20,"48.864788356519625, 2.4036518956646855"
33341,494110,bus,Alma Marceau,16,"48.8647506811854, 2.300353229778433"
33342,494103,bus,Rue de la pompe,16,"48.86373670461854, 2.2780251911042706"
33343,494101,bus,Trocadéro,16,"48.8633762488783, 2.288417151703891"
33344,494108,bus,Iena,16,"48.865054467343136, 2.2954145090573244"
33345,494107,bus,Jasmin,16,"48.852092857223525, 2.2681288718664896"
33386,40778,bus,Angélique Compoint,18,"48.897633028811605, 2.3371760870804636"
33637,24533,tram,Delphine Seyrig,19,"48.893887526379615, 2.3976447708825814"
33640,492094,bus,Hôpital Tenon,20,"48.8656901045552, 2.400533562950848"
33659,494003,bus,Pasteur,14,"48.83645620746048, 2.315801286723063"
33695,493990,bus,Invalides - La Tour-Maubourg,7,"48.85807763672766, 2.3096701918793836"
33712,493866,bus,Pyramide - Parc Floral,12,"48.839626598765484, 2.4374976263475774"
33713,493859,bus,Les Sablons,16,"48.878888835527015, 2.2703021111477617"
33714,493856,bus,Porte de Champerret,17,"48.8853888601318, 2.2924119861676178"
33724,493933,bus,Villiers,17,"48.88196261944595, 2.314085270699395"
33729,493884,bus,Châtelet - Quai de Gesvres,4,"48.85693391562156, 2.3478750182381627"
33742,493705,bus,Parc Martin Luther King,17,"48.88899788033762, 2.316092823170175"
33755,493739,bus,Havre - Haussmann,9,"48.87343194497434, 2.3274768956485987"
33756,27899,bus,Epinettes - Pouchet,17,"48.89720260636059, 2.3245236728825653"
33760,493752,bus,Porte de Saint-Ouen - Hôpital Bichat,18,"48.899308699276254, 2.3296251848285827"
33784,462509,bus,Poissonniers - Cocteau,18,"48.89956685469617, 2.3520196882429762"
33795,30007,bus,Boulay,17,"48.89362360712605, 2.315077326850584"
33796,30130,bus,Gluck - Haussmann,9,"48.872844868076356, 2.3318472263406176"
33798,8412,bus,Europe,8,"48.878487086635126, 2.3228438664350284"
33801,40033,bus,Porte de Clignancourt,18,"48.898821550868064, 2.343967505419864"
33803,27023,bus,Gérard de Nerval,18,"48.90086958593887, 2.3353751978422914"
33814,27118,bus,La Fourche,17,"48.88777960506933, 2.3248641115837185"
33815,27116,bus,Provence - Drouot,9,"48.87440508560678, 2.3407438437524704"
33816,27112,bus,Lobligeois,17,"48.88623455168063, 2.3188292658110496"
33840,25751,bus,La Condamine,17,"48.884564402232265, 2.3192874864816155"
33849,25762,bus,Saint-Georges,9,"48.878184066571976, 2.3378053926529634"
33851,25942,bus,Marcadet,18,"48.89039448672532, 2.3455329669087424"
33865,9119,bus,Rivoli - Châtelet,1,"48.85904159571699, 2.3468127604986"
33878,41653,bus,Square des Batignolles,17,"48.88637012415205, 2.3173683169130896"
33880,480043,bus,Porte des Ternes - Anny Flore,17,"48.88065876293038, 2.2834085113218494"
33890,26893,bus,Camille Flammarion,18,"48.89798763155172, 2.3395040408627565"
33903,493670,bus,Porte de Versailles - Boulevard Lefebvre,15,"48.832176665684955, 2.288311749303282"
34133,493602,bus,Vaugirard,15,"48.841868165283046, 2.2998701293058557"
34159,487181,bus,Pasquier - Anjou,8,"48.87431608480247, 2.3231844076868398"
34164,27047,bus,Convention - Lecourbe,15,"48.839155619676966, 2.291309295489886"
34177,492719,bus,Portes des Lilas,20,"48.87651848888999, 2.407839707488988"
34183,22985,bus,Strasbourg - Saint-Denis,3,"48.86844214149006, 2.353879166144057"
34267,21920,metro,Strasbourg - Saint-Denis,2,"48.86934967915829, 2.3537315826731833"
34278,480764,bus,Gare Saint-Lazare,8,"48.875502602215754, 2.324668762076965"
34279,8326,bus,Gare du Nord,10,"48.880838923532714, 2.3579524145556943"
34281,472157,bus,Solférino - Bellechasse,7,"48.858110980784886, 2.323381288116772"
