,id,arrondissement,annee_financement,nombre_logement,geo_point_2d
2472,CPE81,20,2022,100,"48.86879573974207, 2.3939959104441058"
2474,2004098,14,2023,8,"48.82103582040293, 2.3425847570085314"
2475,2004110,13,2023,23,"48.83466230955505, 2.3644460894324895"
2476,2004131,15,2023,5,"48.83905080010723, 2.3102289164686183"
2477,2004135,9,2023,15,"48.87990996001068, 2.335029771463499"
2478,2004156,12,2023,10,"48.842844419798546, 2.3864905953933215"
2479,2004182,20,2023,1,"48.86896550015011, 2.4101181476195257"
2481,CPE102,12,2023,14,"48.84299863977761, 2.385693653107773"
2483,2004218,19,2024,1,"48.883591850258625, 2.3805684535353566"
2484,2004230,12,2024,110,"48.84283181036834, 2.402427596242932"
2485,2004238,5,2024,23,"48.839404500415355, 2.3399200434690846"
2486,2004243,6,2024,8,"48.844920829728714, 2.3213795635159"
2487,2004244,20,2024,12,"48.851933149555556, 2.4012053565667237"
2488,2004265,18,2024,26,"48.89597251993477, 2.3597533325435136"
2489,2000027,18,2001,18,"48.88430787972919, 2.3530234142680833"
2490,2000038,11,2001,9,"48.85789327016752, 2.3881970465654563"
2491,2000061,10,2001,3,"48.88371484002899, 2.359400215087427"
2493,2000098,10,2002,17,"48.883652369889006, 2.3647589075542927"
2494,2000102,14,2002,35,"48.83673414034926, 2.320552377497336"
2495,2000107,11,2002,29,"48.85598262025821, 2.380748088362444"
2496,2000116,17,2002,22,"48.882768930277166, 2.2979319873101764"
2497,2000117,8,2002,94,"48.873810549789006, 2.304146066495313"
2498,2000123,10,2002,28,"48.872334919746145, 2.3713521593478992"
2499,2000125,12,2002,42,"48.839056600180584, 2.402618774313649"
2502,2000224,15,2003,44,"48.83631856009006, 2.312479782204134"
2503,2000255,11,2003,7,"48.87096622957637, 2.3741499426201234"
2504,2000277,11,2003,13,"48.86394821008894, 2.3723131395320274"
2505,2000284,20,2003,1,"48.87076168995177, 2.392967078625055"
2506,2000298,13,2004,9,"48.83816781035095, 2.37269844045032"
2507,2000336,5,2004,13,"48.849751360441076, 2.3464681505164813"
2508,2000350,11,2004,6,"48.86510420020082, 2.371040668242875"
2509,2000375,18,2004,9,"48.89529247999788, 2.347505066334917"
2510,2000387,20,2004,37,"48.850523419806855, 2.407536243157418"
2512,2000400,19,2004,56,"48.88486902959648, 2.366153090592229"
2513,2000420,18,2004,19,"48.889768809709125, 2.3521523830692668"
2514,2000426,18,2004,42,"48.895030369889604, 2.336638773397489"
2515,2000461,19,2005,4,"48.88616637020819, 2.367023883132792"
2518,2000510,10,2005,5,"48.87667651967996, 2.3540245484716498"
2519,2000585,15,2005,176,"48.834946239984234, 2.288623165322643"
2520,2000589,19,2005,30,"48.88051210992151, 2.37053479422561"
2522,2000615,19,2006,5,"48.88435818989451, 2.3679877934321705"
2523,2000636,8,2006,10,"48.87761292989045, 2.3226958952260843"
2524,2000642,14,2006,200,"48.830521840432496, 2.312959493594212"
2525,2000669,20,2006,3,"48.873789719686464, 2.3899900846180078"
2526,2000678,15,2006,48,"48.84144877031721, 2.2808327145279845"
2527,2000683,11,2006,56,"48.86499969009491, 2.3677109933214324"
2528,2000692,18,2006,19,"48.88682392025601, 2.3518418044266465"
2529,2000700,20,2006,1,"48.85463694010599, 2.3987835051099395"
2533,2000778,18,2007,3,"48.8927848701096, 2.3514112923396517"
2534,2000785,20,2007,6,"48.85564231024913, 2.4043083155764218"
2535,2000802,15,2007,13,"48.83996850995538, 2.2863087055881435"
2536,2000824,10,2007,1,"48.87239946014138, 2.3618953191830685"
2537,2000861,14,2007,16,"48.83967700003869, 2.3298636705068523"
2538,2000875,3,2007,1,"48.86151954029664, 2.3563748276423775"
2539,2000881,18,2007,5,"48.893604920024714, 2.361222521100496"
2540,2000882,17,2007,31,"48.82601102030261, 2.329315300518592"
2541,2000883,13,2007,1,"48.82614940977133, 2.371618404424695"
2542,2000888,18,2007,33,"48.88832138032871, 2.3607935746211894"
2543,2000905,15,2007,15,"48.85070555993575, 2.291966868080587"
2544,2000910,18,2007,8,"48.89051182960152, 2.350809744615449"
2545,2000916,14,2007,14,"48.83185390994097, 2.3102761944643633"
2546,2000944,14,2007,1,"48.82608306997586, 2.3135619310581097"
2547,2000967,18,2007,19,"48.89444967011738, 2.3354203671058498"
2548,2000985,17,2007,22,"48.86489415014282, 2.348988995502985"
2549,2001002,11,2007,10,"48.86662560040201, 2.3800643935103962"
2550,2001017,15,2007,141,"48.854086969607906, 2.2895373275743385"
2551,2002660,13,2007,2,"48.83205895965978, 2.3688869465797215"
2552,2001020,10,2008,22,"48.87150114972651, 2.3751850085636868"
2553,2001030,20,2008,9,"48.85575350016468, 2.4041872916344187"
2554,2001065,17,2008,7,"48.88935788019271, 2.317104871184866"
2555,2001068,10,2008,69,"48.87884528006634, 2.3645978525275644"
2556,2001091,16,2008,37,"48.857464579917554, 2.284244444444016"
2557,2001109,10,2008,25,"48.87281537956251, 2.3662742776317787"
2558,2001116,13,2008,1,"48.82857825035309, 2.370149660514552"
2559,2001161,1,2008,4,"48.86201323984918, 2.3428786913463115"
2560,2001175,1,2008,6,"48.86249221039339, 2.348236273274152"
2561,2001181,3,2008,8,"48.858632629724575, 2.362679178291493"
2563,2001226,18,2008,1,"48.88760574982751, 2.3502948205993976"
2564,2001240,20,2008,3,"48.87183345025728, 2.3808987854174424"
2565,2001247,18,2008,32,"48.89499877975219, 2.3487093786564044"
2566,2001280,20,2008,19,"48.86883822998274, 2.4048354494989606"
2567,2001298,18,2009,54,"48.88456218019746, 2.3333246774509457"
2568,2001301,18,2009,13,"48.895594419847434, 2.352687532142194"
2570,2001358,20,2009,24,"48.857524719829804, 2.4007116844144627"
2571,2001363,15,2009,37,"48.84672387034462, 2.2992200455948955"
2572,2001375,3,2009,12,"48.86507974973132, 2.3532344524282798"
2574,2001383,15,2009,1,"48.83823091027692, 2.311209522608098"
2575,2001391,20,2009,2,"48.855467759600195, 2.411649187617737"
2576,2001409,11,2009,31,"48.86706344958283, 2.375997416556003"
2577,2001452,11,2009,4,"48.85591188010611, 2.3910065743687032"
2578,2001460,11,2009,3,"48.86855499973323, 2.3237222193346487"
2579,2001481,19,2009,8,"48.88590779972004, 2.381513736469639"
2580,2001511,18,2009,19,"48.850680060139126, 2.349792622168483"
2581,2001531,13,2009,4,"48.829021150325254, 2.343015511380374"
2583,2001547,18,2009,1,"48.88533807029368, 2.3279955771765226"
2584,2001549,18,2009,10,"48.88996204009912, 2.3557581125017215"
2585,2001553,9,2009,14,"48.872478680287536, 2.326675583606387"
2586,2001567,11,2010,4,"48.853489490368986, 2.394558627455289"
2587,2001576,4,2010,15,"48.8526353496212, 2.3600160434104267"
2591,2001625,17,2010,2,"48.884169660230086, 2.288558732399418"
2592,2001662,15,2010,3,"48.82964173013083, 2.2925205944050675"
2593,2001672,18,2010,24,"48.88793237034783, 2.3608411035778762"
2594,2001678,10,2010,7,"48.88360936984431, 2.364852050271913"
2595,2001737,14,2010,12,"48.83391659043254, 2.3308916763416954"
2597,2001777,18,2010,38,"48.889956670397595, 2.361831352333776"
2598,2001784,18,2010,8,"48.89133495994034, 2.3389074793776774"
2599,2001814,13,2010,64,"48.82602048043032, 2.379100858590256"
2603,2001877,10,2011,70,"48.873604309895505, 2.3568889816402834"
2604,2001899,20,2011,47,"48.85123064013553, 2.4115778633697342"
2605,2001904,14,2011,56,"48.82485459995397, 2.3240353883541474"
2606,2001926,11,2011,105,"48.85328533005146, 2.3965842030327544"
2607,2001947,20,2011,15,"48.86779226029771, 2.3895391853999435"
2608,2001955,4,2011,9,"48.853436430128525, 2.3606793010830196"
2609,2001961,4,2011,95,"48.85284407028686, 2.3608355264336542"
2610,2001966,5,2011,33,"48.84324008025954, 2.3500513912073973"
2611,2001976,15,2011,27,"48.83872758963887, 2.311522703433177"
2612,2001977,17,2011,22,"48.88125497002204, 2.287460372305039"
2613,2002005,20,2011,8,"48.858816389598, 2.402334451981786"
2614,2002059,13,2012,1,"48.82071276008847, 2.3644501115975673"
2616,2002087,17,2012,48,"48.88930798008441, 2.3146116125912704"
2617,2002103,4,2012,70,"48.84870249028374, 2.364500613572272"
2618,2002140,13,2012,1,"48.82277188981232, 2.375672393566449"
2620,2002154,17,2012,19,"48.89728994964645, 2.3180976874624295"
2621,2002169,20,2012,390,"48.87175845005278, 2.408400827335492"
2622,2002223,18,2012,31,"48.89435849988666, 2.347101827406849"
2623,2002235,12,2012,1,"48.83989635986054, 2.393785008498088"
2624,2002243,13,2013,104,"48.82802771019511, 2.376540462065024"
2626,2002261,15,2013,36,"48.84860293026278, 2.2873489243304452"
2628,2002270,17,2013,79,"48.89210620970246, 2.309211410352573"
2629,2002275,19,2013,30,"48.88666383957003, 2.3815907674105694"
2630,2002278,18,2013,10,"48.89262844960405, 2.363538982558257"
2632,2002338,15,2013,12,"48.82971618988459, 2.3018465924767955"
2633,2002376,9,2013,12,"48.872539090129735, 2.343801678046959"
2634,2002377,9,2013,22,"48.87494447978116, 2.3429165815819393"
2636,2002406,20,2013,74,"48.85572731982792, 2.406607396155088"
2637,2002415,12,2013,33,"48.84860755955791, 2.377706965341942"
2641,2002616,17,2014,41,"48.89473477042223, 2.3137061254720543"
2643,2002639,11,2014,10,"48.85438854986348, 2.381796340189557"
2644,2002698,17,2015,1,"48.89345563973476, 2.3170709005008376"
2646,2002739,20,2015,1,"48.849895920241934, 2.4054955070754325"
2647,2002822,12,2015,202,"48.84460188030828, 2.3778115345582327"
2648,2002827,14,2015,94,"48.82308777993645, 2.324545450332368"
2649,2002835,17,2015,12,"48.895147780361015, 2.316678488357465"
2650,2002887,15,2016,7,"48.83632516962864, 2.2975802156011347"
2651,2002891,17,2016,1,"48.8889020698337, 2.303689847372348"
2653,2002899,11,2016,1,"48.85716195982818, 2.392797912406052"
2654,2002902,12,2016,112,"48.834993939609994, 2.406876263212063"
2656,2002912,20,2016,1,"48.86326972977042, 2.389416191367861"
2657,2002940,10,2016,10,"48.870987420188975, 2.352900558523082"
2658,2002949,12,2016,1136,"48.83389326000993, 2.4041038965363635"
2659,2002995,14,2016,13,"48.83589413038388, 2.3274349694281717"
2660,2003006,18,2016,40,"48.89620189998195, 2.357037678050714"
2661,2003014,10,2016,1,"48.8735313695836, 2.370812972094122"
2662,2003017,11,2016,5,"48.86800708038829, 2.373208087502883"
2663,2003021,12,2016,4,"48.84651596965602, 2.387721136371573"
2664,2003024,13,2016,433,"48.83359793975757, 2.3684582493536417"
2665,2003027,18,2016,11,"48.89446201956221, 2.3432521213048196"
2667,2003089,4,2017,2,"48.861120150084346, 2.3499023044960485"
2668,2003174,11,2017,26,"48.85319914989905, 2.3794590645951894"
2669,2003188,19,2017,226,"48.888817819780314, 2.36799356032688"
2670,2003205,10,2017,51,"48.873274720049714, 2.359781699267827"
2671,2003271,2,2018,1,"48.869399529784815, 2.3505728082361674"
2672,2003284,12,2018,2,"48.84521737988127, 2.4015527160035304"
2673,2003298,20,2018,7,"48.86396437002338, 2.4029489221250087"
2674,2003300,20,2018,39,"48.86993296985675, 2.3810464674677827"
2675,2003331,18,2018,2,"48.88589499024386, 2.334869734138486"
2676,2003337,20,2018,138,"48.86306781959046, 2.3886261631926473"
2677,2003356,15,2018,3,"48.83150369000539, 2.306493018106886"
2678,2003364,11,2018,84,"48.86220891000852, 2.3682606396009733"
2679,2003366,18,2018,7,"48.88487682000528, 2.355508664395618"
2682,2003456,13,2018,405,"48.82658425959313, 2.344328272363677"
2685,2003484,12,2019,42,"48.84531557998789, 2.404474482522717"
2687,2003497,12,2019,20,"48.838631200145976, 2.399589544974681"
2688,2003534,18,2019,152,"48.90053270956003, 2.3519611233827695"
2689,2003641,20,2019,7,"48.87183001987835, 2.3828255324963243"
2690,2003747,18,2019,49,"48.888522720042026, 2.3548931683461602"
2693,2003620,17,2020,2,"48.89361850995051, 2.3174229430747135"
2695,2003692,19,2020,1,"48.88647348030577, 2.3955031494254246"
2696,2003712,10,2020,18,"48.87298275000108, 2.3546424653627804"
2697,2003727,17,2020,32,"48.89505580976461, 2.317715008668519"
2698,2003748,12,2020,55,"48.83933631988762, 2.387616692304902"
2699,2003775,18,2021,8,"48.89041387001034, 2.3632509024901966"
2701,2003838,18,2021,22,"48.88669685011627, 2.353011643206848"
2702,CPE45,1,2021,6,"48.86328015033856, 2.348159991399545"
2704,2004000,11,2022,16,"48.86825761033133, 2.371917785321565"
2705,2004003,10,2022,19,"48.883462149767844, 2.3651684495160374"
2706,CPE61,15,2022,28,"48.843060679561795, 2.279246009628391"
2707,2004085,11,2023,36,"48.85832023021164, 2.383242006356581"
2708,2004125,5,2023,12,"48.84727107971243, 2.3523883275081943"
2709,2004126,13,2023,12,"48.8273918904437, 2.3518038711354103"
2710,2004145,16,2023,1,"48.843063149570824, 2.2556668865846996"
2711,2004056,11,2024,1,"48.856894639741014, 2.3831478581171095"
2713,2004214,11,2024,12,"48.853113949585214, 2.3907866460291745"
2714,2004219,19,2024,23,"48.877869960343695, 2.391314259055182"
2716,2004224,17,2024,5,"48.88723212029395, 2.2953501974953308"
2717,2004233,18,2024,13,"48.88879557031912, 2.3333629815499273"
2719,2004271,15,2024,30,"48.83891633992608, 2.2781401576202596"
2720,2004279,13,2024,143,"48.826622239840006, 2.3801075341863966"
2722,2000010,15,2001,7,"48.82927570976431, 2.302603947426846"
2723,2000082,10,2001,59,"48.88072505001713, 2.3598602194174156"
2724,2000085,8,2001,14,"48.87382490022815, 2.31762880030886"
2725,2000124,17,2002,18,"48.88685361994116, 2.314247045656235"
2726,2000130,20,2002,34,"48.864549160243385, 2.4013819364004014"
2727,2000135,19,2002,1,"48.89374369040934, 2.3742250451410047"
2728,2000140,18,2002,6,"48.88495625968166, 2.353275483405198"
2729,2000143,19,2002,20,"48.88537915038424, 2.3660265854157285"
2730,2000238,19,2003,21,"48.885501909812156, 2.382549030236464"
2731,2000257,17,2003,6,"48.88696322992107, 2.3253806673737962"
2732,2000285,10,2003,24,"48.87207222972311, 2.3626099784400973"
2733,2000330,17,2004,29,"48.88410880014419, 2.317534474329574"
2734,2000349,6,2004,8,"48.853587390056305, 2.342931501282847"
2735,2000361,17,2004,11,"48.89421986973641, 2.319534401168758"
2736,2000364,18,2004,4,"48.89577689969595, 2.3482790123653903"
2738,2000399,2,2004,8,"48.87042537002672, 2.3448754521761868"
2739,2000402,11,2004,43,"48.85176768037713, 2.384726779478451"
2740,2000406,10,2004,17,"48.88173646999061, 2.363759928235587"
2743,2000431,9,2004,17,"48.87148184997004, 2.3347540560429803"
2744,2000435,18,2004,6,"48.89491122961325, 2.339308651096952"
2745,2000437,19,2004,6,"48.88516784014574, 2.3704193841663046"
2746,2000449,19,2004,5,"48.89372489024199, 2.3744863624715005"
2748,2000498,19,2005,400,"48.901739030288326, 2.3851525744529685"
2749,2000516,3,2005,8,"48.8630290099667, 2.3542996852234457"
2750,2000537,18,2005,25,"48.88519712978044, 2.3506406323486955"
2751,2000543,18,2005,5,"48.88700296999061, 2.3523774964618354"
2752,2000554,10,2005,31,"48.87185078986371, 2.3606719485250633"
2753,2000574,9,2005,17,"48.87518790024709, 2.343110197440122"
2755,2000593,19,2005,7,"48.8787602604464, 2.3705731180723157"
2756,2000597,10,2005,1,"48.870133440217906, 2.3549458840483903"
2758,2000651,17,2006,30,"48.891473300213946, 2.3023952913234615"
2759,2000652,20,2006,2,"48.868497810225385, 2.3988962595002175"
2760,2000658,11,2006,4,"48.85388179971245, 2.3728518554494475"
2761,2000697,18,2006,17,"48.88420862008225, 2.3521082353395384"
2762,2000717,19,2006,2,"48.87694667985614, 2.387918107478992"
2763,2000748,13,2006,20,"48.83683824984197, 2.349466849488743"
2765,2000768,12,2007,26,"48.8459274797455, 2.394658252421118"
2766,2000779,8,2007,35,"48.8773315699678, 2.326806454069394"
2767,2000799,11,2007,5,"48.85537230977731, 2.3705767993636484"
2768,2000806,1,2007,15,"48.86449752984379, 2.3361069291228143"
2770,2000868,15,2007,58,"48.84194090969168, 2.3193044606718924"
2773,2000925,13,2007,54,"48.82072088970565, 2.3724842604864795"
2775,2000954,1,2007,2,"48.86605964971768, 2.3333159735235935"
2776,2000988,9,2007,48,"48.876193080424784, 2.3366813624222633"
2777,2000998,20,2007,18,"48.87312672957844, 2.382084340989628"
2779,2001056,11,2008,18,"48.855124109715156, 2.381311283548159"
2780,2001079,17,2008,10,"48.88888600006869, 2.3221968584629877"
2781,2001157,1,2008,17,"48.86116881966479, 2.3479454883368156"
2782,2001158,1,2008,10,"48.86175290030559, 2.3482564131963968"
2783,2001198,4,2008,12,"48.8592919998348, 2.350855638459391"
2785,2001229,14,2008,15,"48.82552408000075, 2.3188695473035232"
2786,2001242,20,2008,3,"48.87402779963912, 2.3955541214247416"
2787,2001273,18,2008,2,"48.89140722996667, 2.33959711835456"
2788,2001285,20,2008,10,"48.87584594976785, 2.4018504126077453"
2789,2001297,20,2009,23,"48.86924350958259, 2.3968640634039944"
2790,2001314,16,2009,10,"48.83738979004749, 2.25943713333157"
2791,2001317,20,2009,10,"48.849932240076086, 2.3996686824150517"
2792,2001320,11,2009,30,"48.86109236983647, 2.385987251967703"
2794,2001333,15,2009,1,"48.828796559760754, 2.299479731404975"
2795,2001344,19,2009,37,"48.89824992040552, 2.385386583299946"
2796,2001355,10,2009,15,"48.873831110355695, 2.3705603695240636"
2798,2001374,3,2009,3,"48.86143522015643, 2.35774380611487"
2800,2001427,11,2009,1,"48.854041799873634, 2.3921675616370703"
2801,2001490,20,2009,2,"48.85666102975564, 2.4019020092742482"
2802,2001498,18,2009,4,"48.88999373035863, 2.3614568053206146"
2804,2001527,13,2009,34,"48.83061996967948, 2.3414329240775746"
2805,2001541,18,2009,18,"48.894803560276834, 2.3526905876483073"
2806,2001559,20,2010,200,"48.848436230410194, 2.3997240723563884"
2807,2001566,8,2010,17,"48.875499039736326, 2.3042932673320524"
2809,2001608,20,2010,47,"48.87124063000465, 2.401249550484363"
2810,2001652,17,2010,1,"48.88864313960865, 2.2987284563696266"
2811,2001655,10,2010,32,"48.883323899984774, 2.360820717078471"
2814,2001754,18,2010,20,"48.883007289574635, 2.339602980590124"
2815,2001772,17,2010,1,"48.894808260430764, 2.318825770462946"
2816,2001808,11,2010,14,"48.86982775037972, 2.3748954664324033"
2818,2001820,18,2010,8,"48.88688319025998, 2.352236137470744"
2819,2001829,12,2010,27,"48.839673970302876, 2.388545222648524"
2820,2001834,4,2011,4,"48.86001203966326, 2.3543869885673447"
2821,2001867,12,2011,1,"48.85780621981794, 2.351460987223665"
2822,2001871,15,2011,27,"48.84535062990101, 2.282919352553574"
2824,2001921,15,2011,30,"48.84470574028003, 2.2870138803556648"
2826,2001981,18,2011,20,"48.88530180040179, 2.3391731615172606"
2827,2002007,18,2011,3,"48.89265287991525, 2.3628147385460037"
2828,2002057,13,2012,182,"48.831101540372316, 2.366168423318166"
2831,2002110,13,2012,1,"48.829130909972655, 2.358047668407555"
2832,2002251,20,2013,18,"48.868650650129034, 2.3863759343716273"
2833,2002273,20,2013,50,"48.875805919990036, 2.412355355220832"
2835,2002323,11,2013,1,"48.861242460325165, 2.376604532451101"
2836,2002330,12,2013,1,"48.834199539876586, 2.4037480795392563"
2837,2002383,13,2013,4,"48.82220859033667, 2.3573212182942305"
2838,2002385,13,2013,10,"48.838073330106354, 2.3725716726494674"
2839,2002397,17,2013,19,"48.892085929763475, 2.3188105264954872"
2840,2002413,20,2013,121,"48.875025989904465, 2.4118810444368517"
2841,2002431,17,2013,48,"48.892295729774894, 2.316946934331923"
2842,2002432,18,2013,15,"48.88695603992798, 2.361192550041375"
2843,2002491,11,2014,1,"48.85677457986153, 2.379054296409896"
2844,2002515,17,2014,2,"48.878479929820685, 2.2848344971954377"
2846,2002549,12,2014,1,"48.83621363965227, 2.4078306491002777"
2847,2002554,13,2014,94,"48.82772070016762, 2.3783017041797803"
